Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
4/6/2017 0:17:28,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,5,2,"CS50, CS51",3.6,3,3-8 times a semester,3-8 times a semester,1,3,3-8 times a semester,4,No,1,51,Piazza,5,5,NA ,5,2,No,"Peers, Professors",Tired sad and stressed,"Tech Industry (includes all roles - software, PM, etc.)",,Bio,Male,Caucasian,2,NA ,NA 
4/6/2017 0:20:44,Government,Integrative biology,2020,Never taken CS at Harvard,Yes,Neither of the above,No,"Yes, I plan to take CS50 next semester ","No, because other than expos, the college has no other graduation requirement and it would seem pretty biased to include CS ","smart, common, psetting (all the time) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,implicit bias towards men in the field starting from a young age,"because the harvard student body is so self-selected, there's less of a gap than at other places-- i know a lot of women in CS but I know that's not representative
"
4/6/2017 0:21:19,Electrical Engineering,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Possible concentration/secondary,"Not much of an impression, just same as people interested in any other subject",2,5,"Maybe, I kind of hated CS50 and I dropped CS51 after two psets because they lined up with the due dates for my ES52 psets, which was kinda wild, but I might try again and see if I like it",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,2,Just general gender expectations when younger,"More or less none, people here are open to everything which is cool"
4/6/2017 0:23:09,Chem and Phys,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS is a good skill to have; pretty popular as well,"Before: Have had significant experience before
After: To do well requires a lot of exposure as well as strong mathematical backgrounds",3,5,Yes - I enjoy having CS as a tool to do projects that I want to in the future,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Cultural stereotyping, as well as fewer exposure of women into math in earlier ages bc of parents being scared that they won't do well in competition of men",Didn't affect me much personally
4/6/2017 0:23:52,Math,CS,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I did some independent programming in high school and was curious to see what else I could do with CS.,"Geeky, super smart, and nice, same after but a lot more stressed",4,5,"yes, because there's so much more to explore!",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,5,"Famous CS people are almost all men - even though women have done many incredible things, men have historically often taken credit for their work.",I'm more determined to surmount it as a woman.
4/6/2017 0:24:09,Computer Science,Econ,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,2,"CS50, CS51, CS61, CS121, CS124",3.5,3,3-8 times a semester,3-8 times a semester,3,4,Never,2,No. sadly,4,"Nope, there is always someone willing to work with you",Yes,4,3,Summer Abroad in Paris,5,1,Not particularly outside of my friends,"Peers, Teaching Staff",They're quite busy,"Tech Industry (includes all roles - software, PM, etc.)",,Uncertain,Male,Hispanic or Latino,3,There is often a bro culture in STEM classes in general that might turn girls off from CS. ,"As a male, not much. I've been happy to work with anyone and have often relied on my female peers for help with the course work."
4/6/2017 0:27:56,Applied Math,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I had heard a lot of good things about CS50,Before: full of life. After: doomed,1,4,Yes - I am. I will not take any more. This is not the life for me,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,5,Really not sure,None
4/6/2017 0:31:57,Physics,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"I've always been interested in CS, and I thought what I would learn would be a very useful tool.","Before I took CS, I thought it was all about programming and building systems. But it turned out to be a lot more math than I expected. It may just be because if the class I chose, but I like it.",4,4,Yes. I want to take CS124 because it seems like a fun and interesting class. I also think what I will learn will be very useful to me in the future.,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,4,n/a,n/a
4/6/2017 0:33:12,Mech E,CS,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Conc. requirement and popularity,"Remained the same, diverse group of students",3,4,"Yes, for secondary requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,2,K-12 education biases,Not much of an impact
4/6/2017 0:33:59,History and Science,German,2018,Never taken CS at Harvard,No,Neither of the above,No,"No, I plan to study history","No, unless art history is required for all graduates. It's forcing students to learn skills they don't need that will be outdated in 5 years.",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,N/A,N/A
4/6/2017 0:35:08,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51",3.9,1,3-8 times a semester,3-8 times a semester,1,4,At least once a week,2,Engineers Without Borders,5,No,Entryway,5,5,I'm a freshman,1,0 - never been referred,Not really,"Teaching Staff, Professors, Mentors","Tired, Near-Sighted, Intelligent",Nonprofit/nongovernmental organizations,,,Male,Asian,4,Almost all professors are male,I haven't noticed too much of an impact yet; the gap isn't too bad at Harvard
4/6/2017 0:35:13,Philosophy,,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,It's a popular major,"They are very smart and analytical. After, that you must enjoy doing repetitious tasks to the extreme.",2,3,No; it's too tedious.,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Hispanic or Latino,4,"Association of ""nerdy"" STEM majors to being a male.",CS appears to be very masculine in the way finance is.
4/6/2017 0:35:41,VES/Anthro joint,Psychology,2018,Never taken CS at Harvard,No,Neither of the above,Yes,"Yes, but it neither fit into my schedule nor seemed worth the effort of obtaining a ""certificate"" for something I had already vaguely understood but no desire to pursue further.","Yes, in a time when computers, automation, and software are essential and becoming evermore essential to every aspect of our world, it is foolish to believe Harvard shouldn't be at the forefront of this trend.","Techy, smart, socially interesting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,The common STEM issues,"None on my personal experience, since I have not taken any CS classes; however, my vague interactions with the tech-startup scene have definitely been male-dominated."
4/6/2017 0:36:23,Applied math,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS50 is such a quintessential Harvard course,Intense,4,5,"Possibly, very important things to know",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,More boys start coding before college,CS classes are more intimidating to take
4/6/2017 0:39:02,Economics,Computer Science,2020,Never taken CS at Harvard,Yes,CS Secondary,No,my friends were taking it,because its the future,no free time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,1,information asymmetry,makes me more willing to try out this field
4/6/2017 0:39:37,Environmental Sciences and Engineering,Computer Science,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Requirement,"I thought it was interesting before I took it. After I took it, I completely loved it, so I decided to get a secondary.",3,5,"Yes, because it is so much fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,4,"I think the exposure to it is a factor. It seems like in society, people assume that females would not want to work with computers or techy things, but in actuality they might..","I have not had much of an effect, because I have only taken one class, and it was recorded."
4/6/2017 0:45:41,Integrative Biology,Global Health & Public Policy,2018,Never taken CS at Harvard,No,Neither of the above,No,sounds too difficult,"no, not all people need to know computer programming as a life skill",puzzle-loving nerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,social pressures to conform to a certain standard,most CS people I know are male
4/6/2017 0:45:58,History and Literature,History of Science,2018,Never taken CS at Harvard,Yes,Neither of the above,No,"I'd like to have at least some basic experience, but quite honestly the cult of personality around CS50 terrifies me a little bit and I don't think it would be at all a productive learning environment knowing the kinds of learning environments I've done my best work at Harvard in. I would at least consider taking CS1 my senior year, though.","I don't think that you necessarily need to making actively programming a requirement, but it might be nice to make some knowledge of the history/politics of programming a requirement. Sometimes I do think that I would be better equipped to understand issues about privacy and national security if I had at least some basic knowledge of how programming works.","focused, well-equipped, ambitious?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genderqueer,Asian,3,"different resources for male vs female/genderqueer students, existing perceptions of the CS department and programming fields as sexist, culture of the department??","Haven't given it a lot of thought, but maybe I do feel more distanced from it, maybe. I will add, though, that I feel most distanced from CS because everything feels like it feeds through CS50 and I have a LOT of reservations about that (the amount of corporate backing it has, the use of spectacle in pedagogy, hearing from students taking it that they didn't feel supported + felt like the culture of the class often valorized overwork at their expense)"
4/6/2017 0:49:42,MCB,,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,"Yes, not enough time","Yes, used in all jobs now","Hard-core, dedicated, stressed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,Community,Inhospitable environment
4/6/2017 0:52:38,Electrical Engineering,,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,Yes; I haven't taken a class up until now due to schedule constraints.,Yes.  Computers play such vital roles in our lives now that it is silly that people graduate without knowing how to really use them.,"Busy, focused, methodical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,2,Different people are interested in different things.  ,None
4/6/2017 0:54:50,Social Studies,Psychology,2017,Never taken CS at Harvard,No,Neither of the above,No,"Mostly because I would have had to start with CS50 and it seemed too cult-like, and ridiculously time consuming.","No, I think it would just be another requirement that a good portion of the student body would find arduous and have no interest in doing.","tired, stressed, busy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,Same reasons why there are gaps in any STEM field! ,no impact b/c not doing CS
4/6/2017 0:54:50,Slavic Languages and Literatures,Folklore and Mythology,2017,Never taken CS at Harvard,No,Neither of the above,No,I do not support what I see as the CS department's careerism and abandonment of the values of a liberal education for a focus on professional development and vocation.,Absolutely not. It would create second-class citizens in those whose area is not CS and would expand the egos of true CS folks and further reinforce the infiltration of careerism into a the liberal educational environment of Harvard.,Corporate selfish illiberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,"General ""tech-bro"" attitude of CS male concentrators","Makes me think less of the concentration because of the specific type of person it does attract, i.e., anti-intellectual, pre-professional ""tech-bro"""
4/6/2017 0:55:39,Economics,EAS,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Hype of CS50,Didn't have any specific impressions,5,5,"No, not related to concentration and psets are too time consuming",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,interest ,no impact
4/6/2017 0:59:46,Computer science,Linguistics,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51",3.7,3,Never,3-8 times a semester,2,5,At least once a week,4,HCS,4,No,"Dining hall, common rooms, dorms",5,5,N/A,4,0 - never been referred,Margo Seltzer,"Teaching Staff, Professors","Streamlined, rigorous, concise","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence, Graphics / Design, Security Engineering, Image processing / VR",Female,Asian,2,"People tend to think of programmers/computer scientists as men, and it's a self-perpetuating gap.",I've felt really supported by my advisor/HCS/the CS community in general.
4/6/2017 1:00:24,ESPP,Psychology,2018,Never taken CS at Harvard,No,Neither of the above,No,"Yes, but my friends hated CS50 so I didn't take it","Probably, since computers have become so important, but not CS50, maybe CS10","tired, innovative, diligent ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,"Gender stereotypes starting from birth, mainly those discouraging women and girls","There's still a bit of a trend, but not as much at Harvard due to people coming from more liberal backgrounds, and entering a liberal environment where men and women are encouraged to learn CS"
4/6/2017 1:01:15,East Asian Studies,Social Anthropology,2017,Never taken CS at Harvard,No,Neither of the above,No,Seems too hyped and too much work,"No, I think that programming knowledge is simply a skill in demand by our economy due to the growing importance of technology companies and newer emphases on expanding technology. However, programming knowledge is certainly not necessary to work in every industry. Yes, perhaps there are jobs within companies that require programming, but it is certainly not required by every position at every company. I see programming knowledge more as a trade skill, given its very targeted marketability for the technology sector of our economy, and, like other trade skills, is not imperative to the ultimate success of an individual.","Serious, Ambitious, Narrow-minded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Hispanic or Latino,4,"There is actually a history of women being some of the earliest pioneers in video gaming and early information technologies.  I think that a cultural shift to technology being a ""masculine"" field has made it merely impenetrable for most women to get involved. Although a small part of the technology industry, video games have been dominated by men ever since Nintendo decided to market specifically to boys in the mid 1980s following the North American Video Game  Crash of 1983. Perhaps this was an impetus for such a change, but little has been done to correct it by nearly all aspects of the wider technology industries. The most celebrated men in technology are also men, and little attention is paid to the women who influenced computer science in the early 1970s and 1980s. ","I have not taken CS classes, but I have talked to many women in CS who lament the lack of support they receive from the department. It may be a good idea for you to partner with other resources on campus, such as the Harvard College Women's Center, to develop strategies to better support women and fundamentally understand their experiences in the CS department and in the job market."
